Ranking per year,Released,Title,Source,"Production
Budget","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
11,"Nov 23, 2016",Moana,Original Screenplay,"$150,000,000","$56,631,401","$248,757,044","$260,531,296","$388,760,321","$637,517,365"
12,"Nov 18, 2016",Fantastic Beasts and Where to Find Them,Spin-Off,"$180,000,000","$74,403,387","$234,037,575","$246,056,618","$568,365,278","$802,402,853"
13,"Nov 4, 2016",Doctor Strange,Based on Comic/Graphic Novel,"$165,000,000","$85,058,311","$232,641,920","$244,918,405","$443,762,646","$676,404,566"
14,"Dec 25, 2016",Hidden Figures,Based on Factual Book/Article,"$25,000,000","$515,499","$169,607,287","$172,329,096","$62,164,429","$231,771,716"
15,"Jul 29, 2016",Jason Bourne,Based on Fiction Book/Short Story,"$120,000,000","$59,215,365","$162,192,920","$170,818,203","$253,975,396","$416,168,316"
16,"Jul 22, 2016",Star Trek Beyond,Based on TV,"$185,000,000","$59,253,211","$158,848,340","$167,295,758","$176,953,893","$335,802,233"
17,"May 27, 2016",X-Men: Apocalypse,Based on Comic/Graphic Novel,"$178,000,000","$65,769,562","$155,442,489","$163,708,786","$387,095,057","$542,537,546"
18,"Nov 4, 2016",Trolls,Based on Toy,"$125,000,000","$46,581,142","$153,707,064","$161,746,693","$190,443,070","$344,150,134"
19,"Dec 9, 2016",La La Land,Original Screenplay,"$20,000,000","$881,104","$151,101,803","$154,747,653","$275,249,360","$426,351,163"
20,"Jan 29, 2016",Kung Fu Panda 3,Original Screenplay,"$140,000,000","$41,282,042","$143,528,619","$151,161,346","$374,070,523","$517,599,142"
21,"Jul 15, 2016",Ghostbusters,Remake,"$144,000,000","$46,018,755","$128,350,574","$135,176,148","$100,658,084","$229,008,658"
22,"Jun 17, 2016",Central Intelligence,Original Screenplay,"$50,000,000","$35,535,250","$127,440,871","$134,218,076","$89,753,934","$217,194,805"
23,"Jul 1, 2016",The Legend of Tarzan,Based on Fiction Book/Short Story,"$180,000,000","$38,527,856","$126,643,061","$133,377,834","$222,258,964","$348,902,025"
24,"Sep 9, 2016",Sully,Based on Factual Book/Article,"$60,000,000","$35,028,301","$125,070,033","$131,717,636","$113,454,523","$238,524,556"
25,"Jul 29, 2016",Bad Moms,Original Screenplay,"$20,000,000","$23,817,340","$113,257,297","$119,280,227","$67,741,419","$180,998,716"
26,"May 20, 2016",The Angry Birds Movie,Based on Game,"$73,000,000","$38,155,177","$107,509,366","$113,226,623","$244,818,521","$352,327,887"
27,"Jun 24, 2016",Independence Day: Resurgence,Original Screenplay,"$165,000,000","$41,039,944","$103,144,286","$108,629,407","$281,025,138","$384,169,424"
28,"Jun 10, 2016",The Conjuring 2: The Enfield Poltergeist,Original Screenplay,"$40,000,000","$40,406,314","$102,470,008","$107,919,283","$208,792,094","$311,262,102"
29,"Nov 11, 2016",Arrival,Based on Fiction Book/Short Story,"$47,000,000","$24,074,047","$100,546,139","$105,579,197","$102,581,755","$203,127,894"
30,"Dec 21, 2016",Passengers,Original Screenplay,"$110,000,000","$14,869,736","$100,014,699","$103,656,404","$202,224,973","$302,239,672"
31,"Aug 12, 2016",Sausage Party,Original Screenplay,"$19,000,000","$34,263,534","$97,670,358","$102,864,381","$43,673,897","$141,344,255"
32,"Sep 23, 2016",The Magnificent Seven,Remake,"$90,000,000","$34,703,397","$93,432,655","$98,400,863","$69,092,501","$162,525,156"
33,"Jan 15, 2016",Ride Along 2,Original Screenplay,"$40,000,000","$35,243,095","$90,862,685","$95,694,683","$33,964,631","$124,827,316"
34,"Sep 30, 2016",Miss Peregrine’s Home for Peculiar …,Based on Fiction Book/Short Story,"$110,000,000","$28,871,140","$87,242,834","$91,871,152","$208,744,042","$295,986,876"
35,"Oct 14, 2016",The Accountant,Original Screenplay,"$40,000,000","$24,710,273","$86,260,045","$90,832,130","$66,702,038","$152,962,083"
36,"Jun 3, 2016",Teenage Mutant Ninja Turtles: Out of …,Based on Comic/Graphic Novel,"$135,000,000","$35,316,382","$82,051,601","$86,415,037","$163,276,773","$245,328,374"
37,"May 27, 2016",Alice Through the Looking Glass,Based on Fiction Book/Short Story,"$170,000,000","$26,858,726","$77,042,381","$81,139,427","$199,885,731","$276,928,112"
38,"Aug 12, 2016",Pete’s Dragon,Remake,"$65,000,000","$21,514,095","$76,233,151","$80,287,168","$61,535,824","$137,768,975"
39,"Oct 7, 2016",The Girl on the Train,Based on Fiction Book/Short Story,"$45,000,000","$24,536,265","$75,395,035","$79,404,482","$98,883,179","$174,278,214"
40,"Oct 21, 2016",Tyler Perry’s Boo! A Madea Halloween,Based on Play,"$20,000,000","$28,501,448","$73,206,343","$77,099,397",$0,"$73,206,343"
41,"Sep 23, 2016",Storks,Original Screenplay,"$70,000,000","$21,311,407","$72,679,278","$76,534,367","$110,674,153","$183,353,431"
42,"Mar 11, 2016",10 Cloverfield Lane,Original Screenplay,"$15,000,000","$24,727,437","$72,082,999","$75,916,308","$36,203,423","$108,286,422"
43,"Nov 4, 2016",Hacksaw Ridge,Based on Real Life Events,"$40,000,000","$15,190,758","$67,209,615","$70,685,966","$101,695,067","$168,904,682"
44,"Mar 18, 2016",The Divergent Series: Allegiant,Based on Fiction Book/Short Story,"$110,000,000","$29,027,348","$66,184,051","$69,703,662","$105,838,466","$172,022,517"
45,"Jun 10, 2016",Now You See Me 2,Original Screenplay,"$90,000,000","$22,383,146","$65,075,540","$68,536,197","$263,249,467","$328,325,007"
46,"Jul 22, 2016",Ice Age: Collision Course,Original Screenplay,"$105,000,000","$21,373,064","$64,063,008","$67,469,826","$338,093,674","$402,156,682"
47,"Apr 8, 2016",The Boss,Original Screenplay,"$29,000,000","$23,586,645","$63,077,560","$66,431,969","$15,574,647","$78,652,207"
48,"Mar 4, 2016",London Has Fallen,Original Screenplay,"$60,000,000","$21,635,601","$62,524,260","$65,849,248","$132,669,825","$195,194,085"
49,"Sep 30, 2016",Deepwater Horizon,Based on Real Life Events,"$156,000,000","$20,223,544","$61,433,527","$64,700,505","$61,170,297","$122,603,824"
50,"Dec 23, 2016",Why Him?,Original Screenplay,"$38,000,000","$11,002,986","$60,323,786","$62,416,254","$57,101,370","$117,425,156"
51,"Mar 25, 2016",My Big Fat Greek Wedding 2,Original Screenplay,"$18,000,000","$17,861,950","$59,689,605","$62,863,847","$32,406,953","$92,096,558"
52,"Oct 21, 2016",Jack Reacher: Never Go Back,Based on Fiction Book/Short Story,"$60,000,000","$22,872,490","$58,697,076","$61,813,928","$101,249,413","$159,946,489"
53,"Dec 16, 2016",Fences,Based on Play,"$24,000,000","$129,462","$57,682,904","$59,700,700","$6,599,977","$64,282,881"
54,"Jun 3, 2016",Me Before You,Based on Fiction Book/Short Story,"$20,000,000","$18,723,269","$56,245,075","$59,236,144","$152,020,123","$208,265,198"
55,"Jul 1, 2016",The BFG,Based on Fiction Book/Short Story,"$140,000,000","$18,775,350","$55,483,770","$58,434,346","$144,162,910","$199,646,680"
56,"May 20, 2016",Neighbors 2: Sorority Rising,Original Screenplay,"$35,000,000","$21,760,405","$55,340,730","$58,283,703","$53,416,891","$108,757,621"
57,"Dec 9, 2016",Office Christmas Party,Based on Fiction Book/Short Story,"$45,000,000","$16,890,204","$54,767,494","$57,543,579","$36,555,805","$91,323,299"
58,"Dec 21, 2016",Assassin’s Creed,Based on Game,"$125,000,000","$10,278,225","$54,647,948","$56,869,047","$186,111,734","$240,759,682"
59,"Apr 15, 2016",Barbershop: The Next Cut,Original Screenplay,"$20,000,000","$20,242,415","$54,030,051","$56,903,328","$374,151","$54,404,202"
60,"Jan 15, 2016",13 Hours: The Secret Soldiers of Beng…,Based on Factual Book/Article,"$50,000,000","$16,194,738","$52,853,219","$55,663,904","$16,558,151","$69,411,370"
61,"Aug 19, 2016",Kubo and the Two Strings,Original Screenplay,"$55,000,000","$12,608,372","$48,023,088","$50,576,916","$29,525,034","$77,548,122"
62,"Apr 22, 2016",The Huntsman: Winter’s War,Based on Folk Tale/Legend/Fairytale,"$115,000,000","$19,445,035","$48,003,015","$50,555,772","$117,146,287","$165,149,302"
63,"Jun 10, 2016",Warcraft,Based on Game,"$160,000,000","$24,166,110","$47,365,290","$49,884,137","$391,534,534","$438,899,824"
64,"Feb 12, 2016",How to be Single,Based on Fiction Book/Short Story,"$37,000,000","$17,878,911","$46,843,513","$49,334,613","$53,160,267","$100,003,780"
65,"Jul 8, 2016",Mike and Dave Need Wedding Dates,Original Screenplay,"$33,000,000","$16,628,170","$46,009,673","$48,456,427","$29,888,427","$75,898,100"
66,"Aug 19, 2016",War Dogs,Based on Factual Book/Article,"$50,000,000","$14,685,305","$43,034,523","$45,323,061","$43,199,980","$86,234,503"
67,"Nov 11, 2016",Almost Christmas,Original Screenplay,"$17,000,000","$15,134,235","$42,065,185","$44,299,826","$428,321","$42,493,506"
68,"May 13, 2016",Money Monster,Original Screenplay,"$27,000,000","$14,788,157","$41,012,075","$43,193,061","$52,454,020","$93,466,095"
69,"Nov 23, 2016",Allied,Original Screenplay,"$106,000,000","$12,701,743","$40,098,064","$42,211,686","$79,168,597","$119,266,661"
70,"Jul 27, 2016",Nerve,Based on Fiction Book/Short Story,"$20,000,000","$9,445,456","$38,583,626","$40,635,465","$32,068,658","$70,652,284"
71,"Feb 19, 2016",Risen,Based on Religious Text,"$20,000,000","$11,801,271","$36,880,033","$38,841,278","$9,375,730","$46,255,763"
72,"May 20, 2016",The Nice Guys,Original Screenplay,"$50,000,000","$11,203,270","$36,261,763","$38,190,131","$23,334,984","$59,596,747"
73,"Jan 22, 2016",The 5th Wave,Based on Fiction Book/Short Story,"$38,000,000","$10,326,356","$34,912,982","$36,769,618","$76,423,416","$111,336,398"
74,"Oct 28, 2016",Inferno,Based on Fiction Book/Short Story,"$75,000,000","$14,860,425","$34,343,574","$36,165,352","$185,175,793","$219,519,367"
75,"Apr 29, 2016",Mother’s Day,Original Screenplay,"$25,000,000","$8,369,184","$32,492,859","$34,220,795","$19,874,163","$52,367,022"
76,"Dec 21, 2016",Patriots Day,Based on Real Life Events,"$40,000,000","$161,306","$31,886,361","$32,407,650","$20,951,628","$52,837,989"
77,"Feb 26, 2016",Gods of Egypt,Original Screenplay,"$140,000,000","$14,123,903","$31,153,464","$32,810,175","$107,683,292","$138,836,756"
78,"Dec 16, 2016",Collateral Beauty,Original Screenplay,"$36,000,000","$7,102,085","$31,016,021","$32,414,692","$54,293,072","$85,309,093"
79,"Feb 5, 2016","Hail, Caesar!",Original Screenplay,"$22,000,000","$11,355,225","$30,080,225","$31,679,861","$34,139,971","$64,220,196"
80,"Feb 12, 2016",Zoolander 2,Original Screenplay,"$50,000,000","$13,841,146","$28,848,693","$30,382,843","$26,500,000","$55,348,693"
81,"Jan 29, 2016",The Finest Hours,Based on Real Life Events,"$70,000,000","$10,288,932","$27,569,558","$29,035,684","$21,683,203","$49,252,761"
82,"Aug 12, 2016",Florence Foster Jenkins,Based on Real Life Events,"$29,000,000","$6,601,313","$27,383,770","$28,840,010","$28,616,569","$56,000,339"
83,"Aug 19, 2016",Ben-Hur,Based on Fiction Book/Short Story,"$95,000,000","$11,203,815","$26,410,477","$27,814,962","$65,259,171","$91,669,648"
84,"Sep 16, 2016",Bridget Jones’s Baby,Based on Fiction Book/Short Story,"$35,000,000","$8,571,785","$24,139,805","$25,423,532","$181,682,883","$205,822,688"
85,"Mar 4, 2016",Whiskey Tango Foxtrot,Based on Factual Book/Article,"$35,000,000","$7,450,275","$23,083,334","$24,310,882","$2,267,413","$25,350,747"
86,"Sep 16, 2016",Snowden,Based on Factual Book/Article,"$50,000,000","$8,000,058","$21,587,519","$22,735,517","$13,793,399","$35,380,918"
87,"Aug 26, 2016",Mechanic: Resurrection,Original Screenplay,"$40,000,000","$7,456,525","$21,218,403","$22,346,775","$104,511,232","$125,729,635"
88,"Jun 24, 2016",Free State of Jones,Based on Real Life Events,"$50,000,000","$7,572,206","$20,810,036","$21,916,692","$2,427,216","$23,237,252"
89,"Apr 29, 2016",Keanu,Original Screenplay,"$15,000,000","$9,453,224","$20,591,853","$21,686,911","$96,288","$20,688,141"
90,"Jan 15, 2016",Norm of the North,Original Screenplay,"$18,000,000","$6,844,137","$17,062,499","$17,969,867","$13,473,161","$30,535,660"
91,"Feb 26, 2016",Eddie the Eagle,Based on Real Life Events,"$23,000,000","$6,084,682","$15,789,389","$16,629,048","$29,271,091","$45,060,480"
92,"Jul 13, 2016",The Infiltrator,Based on Factual Book/Article,"$47,500,000","$5,303,775","$15,436,808","$16,257,724","$5,281,296","$20,718,104"
93,"Apr 15, 2016",Criminal,Original Screenplay,"$31,500,000","$5,767,278","$14,708,696","$15,490,890","$24,062,566","$38,771,262"
94,"Feb 26, 2016",Triple 9,Original Screenplay,"$20,000,000","$6,109,085","$12,639,297","$13,311,441","$13,304,495","$25,943,792"
95,"Sep 2, 2016",The Light Between Oceans,Based on Fiction Book/Short Story,"$20,000,000","$4,765,838","$12,545,979","$13,213,162","$9,735,753","$22,281,732"
96,"Jul 15, 2016",Café Society,Original Screenplay,"$30,000,000","$359,289","$11,103,205","$11,693,660","$33,256,307","$44,359,512"
97,"Feb 5, 2016",Pride and Prejudice and Zombies,Based on Fiction Book/Short Story,"$28,000,000","$5,324,240","$10,907,291","$11,487,327","$5,731,009","$16,638,300"
98,"Nov 18, 2016",Nocturnal Animals,Based on Fiction Book/Short Story,"$22,500,000","$492,648","$10,663,357","$11,212,451","$21,735,324","$32,398,681"
99,"Dec 25, 2016",Live by Night,Based on Fiction Book/Short Story,"$65,000,000","$33,336","$10,378,555","$10,544,105","$11,395,877","$21,774,432"
100,"Jun 3, 2016",Popstar: Never Stop Never Stopping,Based on Web Series,"$20,000,000","$4,698,715","$9,496,130","$10,001,122","$40,990","$9,537,120"
1,"Dec 15, 2017",Star Wars Ep. VIII: The Last Jedi,Original Screenplay,"$200,000,000","$220,009,584","$620,181,382","$628,253,896","$712,358,507","$1,332,539,889"
2,"Mar 17, 2017",Beauty and the Beast,Remake,"$160,000,000","$174,750,616","$504,014,165","$511,880,606","$759,506,961","$1,263,521,126"
3,"Jun 2, 2017",Wonder Woman,Based on Comic/Graphic Novel,"$150,000,000","$103,251,471","$412,563,408","$419,002,525","$408,569,970","$821,133,378"
4,"Dec 20, 2017",Jumanji: Welcome to the Jungle,Original Screenplay,"$90,000,000","$36,169,328","$404,508,916","$407,146,634","$559,987,277","$964,496,193"
5,"May 5, 2017",Guardians of the Galaxy Vol 2,Based on Comic/Graphic Novel,"$200,000,000","$146,510,104","$389,813,101","$395,897,133","$479,300,000","$869,113,101"
6,"Jul 7, 2017",Spider-Man: Homecoming,Based on Comic/Graphic Novel,"$175,000,000","$117,027,503","$334,201,140","$339,417,210","$545,965,210","$880,166,350"
7,"Sep 8, 2017",It,Remake,"$35,000,000","$123,403,419","$328,828,874","$332,592,945","$372,900,000","$701,728,874"
8,"Nov 3, 2017",Thor: Ragnarok,Based on Comic/Graphic Novel,"$180,000,000","$122,744,989","$315,058,289","$319,915,752","$538,900,000","$853,958,289"
9,"Jun 30, 2017",Despicable Me 3,Original Screenplay,"$75,000,000","$72,434,025","$264,624,300","$268,754,438","$770,100,410","$1,034,724,710"
10,"Nov 17, 2017",Justice League,Based on Comic/Graphic Novel,"$300,000,000","$93,842,239","$229,024,295","$232,544,520","$426,920,914","$655,945,209"
11,"Mar 3, 2017",Logan,Based on Comic/Graphic Novel,"$127,000,000","$88,411,916","$226,277,068","$229,808,705","$389,184,326","$615,461,394"
12,"Apr 14, 2017",The Fate of the Furious,Original Screenplay,"$250,000,000","$98,786,705","$225,764,765","$229,288,406","$1,013,000,000","$1,238,764,765"
13,"Nov 22, 2017",Coco,Based on Folk Tale/Legend/Fairytale,"$175,000,000","$50,802,605","$209,726,015","$212,532,784","$597,400,000","$807,126,015"
14,"Jul 21, 2017",Dunkirk,Original Screenplay,"$150,000,000","$50,513,488","$190,068,280","$193,008,323","$309,769,088","$499,837,368"
15,"Feb 10, 2017",The Lego Batman Movie,Based on Toy,"$80,000,000","$53,003,468","$175,750,384","$178,493,423","$134,909,634","$310,660,018"
16,"Mar 31, 2017",The Boss Baby,Based on Fiction Book/Short Story,"$125,000,000","$50,198,902","$175,003,033","$177,734,406","$335,875,729","$510,878,762"
17,"Dec 20, 2017",The Greatest Showman,Based on Real Life Events,"$84,000,000","$8,805,843","$174,340,174","$175,105,524","$266,633,348","$440,973,522"
18,"May 26, 2017",Pirates of the Caribbean: Dead Men Te…,Based on Theme Park Ride,"$230,000,000","$62,983,253","$172,558,876","$175,252,095","$615,682,261","$788,241,137"
19,"Mar 10, 2017",Kong: Skull Island,Original Screenplay,"$185,000,000","$61,025,472","$168,052,812","$170,675,713","$393,019,247","$561,072,059"
20,"Jun 16, 2017",Cars 3,Original Screenplay,"$175,000,000","$53,688,680","$152,901,115","$155,287,530","$230,640,254","$383,541,369"
21,"Jul 14, 2017",War for the Planet of the Apes,Original Screenplay,"$152,000,000","$56,262,929","$146,880,162","$149,172,606","$342,712,105","$489,592,267"
22,"Nov 17, 2017",Wonder,Based on Factual Book/Article,"$20,000,000","$27,547,866","$132,422,809","$134,320,054","$172,181,903","$304,604,712"
23,"Jun 21, 2017",Transformers: The Last Knight,Based on TV,"$217,000,000","$44,680,073","$130,168,683","$132,200,293","$472,724,657","$602,893,340"
24,"Jul 21, 2017",Girls Trip,Original Screenplay,"$28,000,000","$31,201,920","$115,108,515","$116,905,077","$25,777,838","$140,886,353"
25,"Feb 10, 2017",Fifty Shades Darker,Based on Fiction Book/Short Story,"$55,000,000","$46,607,250","$114,434,010","$116,220,042","$266,964,482","$381,398,492"
26,"Jun 28, 2017",Baby Driver,Original Screenplay,"$34,000,000","$20,553,320","$107,825,862","$109,508,759","$120,278,323","$228,104,185"
27,"Dec 22, 2017",Pitch Perfect 3,Based on Factual Book/Article,"$45,000,000","$19,928,525","$104,897,530","$105,885,484","$80,838,882","$185,736,412"
28,"Nov 10, 2017",Daddy’s Home 2,Original Screenplay,"$70,000,000","$29,651,193","$104,029,443","$105,618,161","$71,777,740","$175,807,183"
29,"Nov 10, 2017",Murder on the Orient Express,Remake,"$55,000,000","$28,681,472","$102,826,543","$104,396,965","$243,096,187","$345,922,730"
30,"Aug 11, 2017",Annabelle: Creation,Original Screenplay,"$15,000,000","$35,006,404","$102,092,201","$103,685,611","$203,292,664","$305,384,865"
31,"Sep 22, 2017",Kingsman: The Golden Circle,Based on Comic/Graphic Novel,"$104,000,000","$39,023,010","$100,234,838","$101,799,139","$308,568,858","$408,803,696"
32,"Oct 6, 2017",Blade Runner 2049,Based on Fiction Book/Short Story,"$185,000,000","$32,753,122","$92,054,159","$93,484,661","$167,303,249","$259,357,408"
33,"Feb 10, 2017",John Wick: Chapter Two,Original Screenplay,"$40,000,000","$30,436,123","$92,029,184","$93,465,530","$79,288,087","$171,317,271"
34,"Jul 28, 2017",The Emoji Movie,Original Screenplay,"$50,000,000","$24,531,923","$86,089,513","$87,433,161","$130,475,327","$216,564,840"
35,"Mar 24, 2017",Power Rangers,Based on TV,"$120,000,000","$40,300,288","$85,364,450","$86,696,782","$57,167,102","$142,531,552"
36,"Dec 15, 2017",Ferdinand,Based on Fiction Book/Short Story,"$111,000,000","$13,401,586","$84,410,380","$85,246,114","$205,428,533","$289,838,913"
37,"Dec 22, 2017",The Post,Based on Real Life Events,"$50,000,000","$526,011","$81,903,458","$81,930,931","$97,865,999","$179,769,457"
38,"Jun 9, 2017",The Mummy,Based on Folk Tale/Legend/Fairytale,"$195,000,000","$31,668,375","$80,101,125","$81,351,307","$329,852,780","$409,953,905"
39,"Aug 18, 2017",The Hitman’s Bodyguard,Original Screenplay,"$30,000,000","$21,384,504","$75,468,583","$76,646,457","$97,310,084","$172,778,667"
40,"May 19, 2017",Alien: Covenant,Original Screenplay,"$97,000,000","$36,160,621","$74,262,031","$75,421,080","$164,259,216","$238,521,247"
